web-scraper-order,web-scraper-start-url,link,href
1589876024-651,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo blasts China, WHO over coronavirus transparency failures: 'They need to be held accountable'",https://www.foxnews.com/media/pompeo-china-who-coronavirus-lack-of-transparency
1589876024-669,https://www.foxnews.com/category/politics/foreign-policy,World begins to reassess its relationship with China amid COVID-19 pandemic,https://video.foxnews.com/v/6150279014001/
1589876024-714,https://www.foxnews.com/category/politics/foreign-policy,"China cashes in off coronavirus, selling Spain $467 million in supplies, some of them substandard",https://www.foxnews.com/world/china-money-coronavirus-spain-467-million-faulty-supplies
1589876024-686,https://www.foxnews.com/category/politics/foreign-policy,Taiwan hits back at World Health Organization chief's claims of racism,https://www.foxnews.com/world/taiwan-hits-back-world-health-organization-chief-racism
1589876024-582,https://www.foxnews.com/category/politics/foreign-policy,"China backs WHO investigation into coronavirus origin, pledges $2B",https://www.foxnews.com/world/china-backs-who-investigation-into-coronavirus-origin-pledges-2b
1589876024-721,https://www.foxnews.com/category/politics/foreign-policy,"State Department has repatriated more than 9,000 Americans amid coronavirus crisis",https://www.foxnews.com/politics/state-department-repatriates-more-than-9000-americans-amid-coronavirus-crisis
1589876024-600,https://www.foxnews.com/category/politics/foreign-policy,"Jordan seeks State Department files on Burisma, after release of new emails",https://www.foxnews.com/politics/jordan-requests-state-department-documents-related-to-burisma-hunter-biden
1589876024-624,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo blasts China for suppressing coronavirus information, call it a 'classic Communist disinformation effort'",https://www.foxnews.com/politics/pompeo-blasts-china-for-suppressing-coronavirus-information-call-it-a-classic-communist-disinformation-effort
1589876024-747,https://www.foxnews.com/category/politics/foreign-policy,"Kataeb Hezbollah, the shadowy Iranian-backed militia behind attacks on US troops in Iraq",https://www.foxnews.com/world/kataeb-hezbollah-iranian-militia-attack-us-troops
1589876024-707,https://www.foxnews.com/category/politics/foreign-policy,"Pompeo warns every country must 'step up and provide accurate, transparent information' about coronavirus",https://www.foxnews.com/media/pompeo-china-coronavirus-data-americans-home
1589876024-583,https://www.foxnews.com/category/politics/foreign-policy,Democrats launch investigation into firing of State Department inspector general,https://video.foxnews.com/v/6157421127001/
1589876024-680,https://www.foxnews.com/category/politics/foreign-policy,"Albright says China responsible for slow coronavirus response, US should press 'whole series of issues'",https://www.foxnews.com/media/madeleine-albright-china-responsible-coronavirus-response
1589876024-738,https://www.foxnews.com/category/politics/foreign-policy,"Trump calls for release of kidnapped journalist Austin Tice: ‘Syria, please work with us’",https://www.foxnews.com/politics/trump-calls-for-release-of-kidnapped-journalist-austin-tice-syria-please-work-with-us
1589876024-654,https://www.foxnews.com/category/politics/foreign-policy,"China promoting US lockdown protests, spreading coronavirus misinformation online: report",https://www.foxnews.com/world/china-coronavirus-misinformation-american-russia-trolls
1589876024-657,https://www.foxnews.com/category/politics/foreign-policy,MSNBC anchor calls Albright 'predictably wonderful' after she calls Trump order 'un-American',https://www.foxnews.com/media/msnbc-andrea-mitchell-madeleine-albright-wonderful-trump
1589876024-722,https://www.foxnews.com/category/politics/foreign-policy,Iran rejects international humanitarian aid despite coronavirus death toll,https://www.foxnews.com/world/iran-humanitarian-aid-coronavirus-death-toll
1589876024-719,https://www.foxnews.com/category/politics/foreign-policy,State Department responds after Chinese ambassador says it's 'crazy' to blame coronavirus on US military,https://www.foxnews.com/politics/state-department-responds-chinese-ambassador-says-crazy-blame-coronavirus-us-military
