web-scraper-order,web-scraper-start-url,link,href
1589875873-436,https://www.foxnews.com/politics,President Trump reveals he is taking daily preventative dose of hydroxychloroquine,https://video.foxnews.com/v/6157529166001/
1589875873-534,https://www.foxnews.com/politics,Eric Trump: Democrats trying to milk COVID-19 crisis for everything they can,https://video.foxnews.com/v/6157181418001/
1589875873-440,https://www.foxnews.com/politics,Barr says he does not expect criminal investigation of Obama or Biden as result of Durham probe,https://www.foxnews.com/politics/barr-durham-probe
1589875873-573,https://www.foxnews.com/politics,Kayleigh McEnany breaks down the elements of Obamagate,https://video.foxnews.com/v/6157058211001/
1589875873-527,https://www.foxnews.com/politics,Rep. Wenstrup reacts to House Democrats passing most expensive bill in US history to respond to COVID-19,https://video.foxnews.com/v/6157220431001/
1589875873-413,https://www.foxnews.com/politics,"Rep. Devin Nunes on whether Russia probe review will lead to criminal investigation of Obama, Biden",https://video.foxnews.com/v/6157554400001/
1589875873-526,https://www.foxnews.com/politics,Joe Concha on the media's smear campaign against Biden accuser Tara Reade,https://video.foxnews.com/v/6157223245001/
1589875873-421,https://www.foxnews.com/politics,Supreme Court: Victims of 1998 Al Qaeda attacks in Africa can sue Sudan,https://www.foxnews.com/politics/supreme-court-al-qaeda-attacks-africa-embassies-sudan
1589875873-410,https://www.foxnews.com/politics,Trump's claim he takes hydroxychloroquine prompts warnings from health experts,https://www.foxnews.com/politics/media-health-experts-reactions-trump-taking-hydroxychloroquine
1589875873-517,https://www.foxnews.com/politics,Trump accuses Obama of crime,https://video.foxnews.com/v/6157246186001/
1589875873-490,https://www.foxnews.com/politics,Around 120 nations back Australia's demand for Chinese COVID-19 probe,https://video.foxnews.com/v/6157367058001/
1589875873-524,https://www.foxnews.com/politics,Texas agriculture commissioner on Biden campaign targeting voters in red states,https://video.foxnews.com/v/6157236365001/
1589875873-471,https://www.foxnews.com/politics,Trump campaign launches 'investigative' video series mocking Biden over gaffes,https://www.foxnews.com/politics/trump-campaign-biden-trail-gaffes
1589875873-451,https://www.foxnews.com/politics,NYC health commissioner apologizes to NYPD after rejecting coronavirus mask plea,https://www.foxnews.com/politics/nyc-health-commissioner-apologizes-to-nypd-after-rejecting-coronavirus-mask-plea
1589875873-416,https://www.foxnews.com/politics,Biden commits to rescinding Trump's Keystone XL Pipeline permit if elected,https://www.foxnews.com/politics/biden-trump-keystone-xl-pipeline-permit-rescinding
1589875873-461,https://www.foxnews.com/politics,Environmental group labels Trump as ‘Dirtiest of All Time’,https://www.foxnews.com/politics/environmental-group-labels-trump-as-dirtiest-of-all-time
1589875873-463,https://www.foxnews.com/politics,Jordan launches inquiry on guidance telling judges to avoid groups like Federalist Society,https://www.foxnews.com/politics/jordan-launches-inquiry-on-guidance-telling-judges-to-avoid-federalist-society
1589875873-468,https://www.foxnews.com/politics,Loeffler urges VA to allow groups to place flags at national cemeteries for Memorial Day,https://www.foxnews.com/politics/loeffler-urges-va-to-allow-groups-to-participate-in-memorial-day-flag-laying-at-cemeteries-amid-coronavirus
1589875873-466,https://www.foxnews.com/politics,GOP reps urge Magnitsky Act sanctions against Chinese officials over coronavirus response,https://www.foxnews.com/politics/gop-reps-urge-magnitsky-act-sanctions-against-chinese-officials
1589875873-433,https://www.foxnews.com/politics,"Joe Biden calls on 'President Tweety' to stop tweeting, distribute financial relief to small businesses",https://video.foxnews.com/v/6157534759001/
